name;address;gmap_id;description;latitude;longitude;category;avg_rating;num_of_reviews;price;hours;MISC;state;relative_results;url
CVS;CVS, 1408 W Craig Rd, North Las Vegas, NV 89032;0x80c8e9c312d2a0b9:0xa01533888ebef0d;Drugstore chain selling a variety of beauty & health products, plus some grocery & household items.;36.2410431;-115.16089559999999;['Drug store', 'Convenience store', 'Cosmetics store'];2.8;75;;[['Thursday', '7AM–12AM'], ['Friday', '7AM–12AM'], ['Saturday', '7AM–12AM'], ['Sunday', '7AM–12AM'], ['Monday', '7AM–12AM'], ['Tuesday', '7AM–12AM'], ['Wednesday', '7AM–12AM']];{'Service options': ['Online care', 'Delivery', 'Drive-through', 'In-store pickup', 'In-store shopping'], 'Health & safety': ['Mask required', 'Staff required to disinfect surfaces between visits', 'Safety dividers at checkout'], 'Accessibility': ['Wheelchair accessible elevator', 'Wheelchair accessible entrance', 'Wheelchair accessible parking lot'], 'Offerings': ['Passport photos'], 'Planning': ['Quick visit'], 'Payments': ['Debit cards']};Open ⋅ Closes 12AM;['0x80c8e9c3111a379f:0x573892b88273fd2f', '0x80c8e9a50ee30957:0xe67c364f10167d8a', '0x80c8e9e8603d88cf:0x93cc7a498ce635b1', '0x80c8c2490fb5470d:0x98cfe8116dc585b9', '0x80c8c2e1c8c6e271:0xf8c4f36ed0071f8a'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c8e9c312d2a0b9:0xa01533888ebef0d?authuser=-1&hl=en&gl=us
G. OLIVER MELGAR, LLC;G. OLIVER MELGAR, LLC, 711 S 6th St, Las Vegas, NV 89101;0x80c8c39bf7d7de0d:0xad9afffd5e09473e;;36.161249999999995;-115.14407899999999;['Personal injury attorney', 'Criminal justice attorney', 'Trial attorney'];4.4;18;;[['Thursday', '9AM–5PM'], ['Friday', '9AM–5PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '9AM–5PM'], ['Tuesday', '9AM–5PM'], ['Wednesday', '9AM–5PM']];{'Accessibility': ['Wheelchair accessible entrance'], 'Planning': ['Appointments recommended']};Closed ⋅ Opens 9AM;['0x80c8c39ee314b57b:0x315d7f821808af6f', '0x80c8c37848230793:0xdbeaf4549d53c117', '0x80c8c354bd9ed05d:0xa3d065220822c354', '0x80c8c39d0ea88393:0x605ba7179c8f493e'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c8c39bf7d7de0d:0xad9afffd5e09473e?authuser=-1&hl=en&gl=us
John E Smith Peach Farm;John E Smith Peach Farm, US-271, Pittsburg, TX 75686;0x863606984ccb06a1:0xe706dff02132bac1;;32.9309108;-94.95364909999999;['Orchard'];5.0;3;;;;;['0x8636072ab2732a51:0x415534d7af997a4e', '0x86498da0a030e97b:0xe4a53ed5360e2ff6', '0x8635fd14f9546b95:0x47512d0bb4d42fd4'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x863606984ccb06a1:0xe706dff02132bac1?authuser=-1&hl=en&gl=us
4144 N Central Expy Garage;4144 N Central Expy Garage, 4144N N Central Expy, Dallas, TX 75204;0x864e9f28fadd21a5:0xc3b90768e2f39920;;32.8139664;-96.78896189999999;['Parking lot'];4.7;3;;;{'Accessibility': ['Wheelchair accessible entrance']};;['0x864e9f28fa39adf1:0x7de065aba67dd3e5', '0x864e9f28fa39adf1:0xbb74e796dd8dee49', '0x864e9f28f9fe137b:0x9c2178f4665273dd', '0x864e9ece88bd8a53:0x7d54828213fb91cc', '0x864e993291e5bba5:0x81f3d3c85a0457e5'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x864e9f28fadd21a5:0xc3b90768e2f39920?authuser=-1&hl=en&gl=us
Oncor Electric Delivery;Oncor Electric Delivery, 4530 Greenville Ave, Dallas, TX 75206;0x864e9f73201b67fb:0x930eaa0174b05c86;;32.8419001;-96.7681001;['Electric utility company'];2.4;18;;[['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours'], ['Wednesday', 'Open 24 hours']];{'Accessibility': ['Wheelchair accessible entrance']};Open 24 hours;['0x864e993cf43598ad:0xd000526753273a64', '0x864e951355378a2d:0x1df1721a3ae7d513', '0x864c1ff4b01b6cc5:0xbedee54adcccd274', '0x864c223b4277f903:0x5caed7e5cc1423ae'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x864e9f73201b67fb:0x930eaa0174b05c86?authuser=-1&hl=en&gl=us
Top Cat Seafood Restaurant;Top Cat Seafood Restaurant, 3117 Martin Luther King Jr Blvd, Dallas, TX 75215;0x864e9891e381f3df:0x4cefe6219bc9199c;;32.7731297;-96.764484;['Seafood restaurant'];3.9;8;;[['Thursday', '12–8PM'], ['Friday', '12–8PM'], ['Saturday', '12–8PM'], ['Sunday', '12–8PM'], ['Monday', '12–8PM'], ['Tuesday', '12–8PM'], ['Wednesday', '12–8PM']];{'Service options': ['Takeout', 'Dine-in', 'Delivery'], 'Popular for': ['Solo dining'], 'Offerings': ['Comfort food', 'Quick bite'], 'Amenities': ['Good for kids'], 'Atmosphere': ['Casual'], 'Crowd': ['Groups']};Closed ⋅ Opens 12PM;['0x864e988def7880bf:0x981331c7ea3d01cd', '0x864e986f1bdeecc1:0x421bbf2c270bcbc2', '0x864e98be8051738b:0x519b884934c8ef1e', '0x864e973ffed79bd1:0x7acdefce30585b8c', '0x864e9ed36a696c07:0x4f3b9745504a49a2'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x864e9891e381f3df:0x4cefe6219bc9199c?authuser=-1&hl=en&gl=us
Walgreens Photo;Walgreens Photo, 9937 Garland Rd, Dallas, TX 75218;0x864ea10e7373b7a5:0x7dc31d97b581cfd2;Photo services including prints, custom cards & passport photos, plus calendars & gifts.;32.8384125;-96.6973596;['Passport photo processor', 'Photo lab', 'Photo shop'];3.3;3;$$;[['Thursday', '7AM–10PM'], ['Friday', '7AM–10PM'], ['Saturday', '7AM–10PM'], ['Sunday', '7AM–10PM'], ['Monday', '7AM–10PM'], ['Tuesday', '7AM–10PM'], ['Wednesday', '7AM–10PM']];{'Accessibility': ['Wheelchair accessible entrance'], 'Offerings': ['Passport photos']};Open ⋅ Closes 10PM;['0x864e98d5433218af:0x9291933acb304d92', '0x864c23f221da3097:0x48f5aee4259594a3', '0x864ea3989bf72189:0x7b0d91723c2265b4', '0x864ea10e03919a23:0x2a976cdd176207ee', '0x864ea24723500823:0x3da2912f4a64b501'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x864ea10e7373b7a5:0x7dc31d97b581cfd2?authuser=-1&hl=en&gl=us
Bay Brokerage Inc;Bay Brokerage Inc, 100 Walnut St, Champlain, NY 12919;0x4cca29cd673429e3:0xb7e75d4e39751f0d;;44.9850862;-73.43497219999999;['Customs broker'];3.8;4;;;;Open now;['0x4cc98757a8394cb7:0xe54fcfb1323ac7f4', '0x4cc9875bdb71fe2d:0xeab40bf8243de199', '0x4cc987594f9da637:0x37acd0f33a6ddf6a', '0x4cca29cd61d2beeb:0x65ea261dbdc8d97b'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x4cca29cd673429e3:0xb7e75d4e39751f0d?authuser=-1&hl=en&gl=us
U-Haul Moving & Storage of Millington;U-Haul Moving & Storage of Millington, 7910 Hwy 51 N, Millington, TN 38053;0x887f7b2ecc550d6f:0xb3697b2d9635b20f;;35.341898799999996;-89.9092716;['Truck rental agency', 'Moving and storage service', 'Moving supply store', 'Packaging supply store', 'Propane supplier', 'Self-storage facility', 'Trailer rental service', 'Trailer supply store', 'Used truck dealer', 'Van rental agency'];3.4;28;;[['Thursday', '7AM–7PM'], ['Friday', '7AM–8PM'], ['Saturday', '7AM–7PM'], ['Sunday', '9AM–5PM'], ['Monday', '7AM–7PM'], ['Tuesday', '7AM–7PM'], ['Wednesday', '7AM–7PM']];{'Accessibility': ['Wheelchair accessible entrance']};Open ⋅ Closes 7PM;['0x887f7b1025249033:0xa6e36e3af582a750', '0x887f7b1d008a57ab:0xab30c581417878b7', '0x887f7eb58ee186d5:0x7a3940ae273e8872', '0x887f6fb0c2f3c4b7:0xac178fe12eebb24b', '0x887f6e92227e795b:0x49e655e0f5c03c4a'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x887f7b2ecc550d6f:0xb3697b2d9635b20f?authuser=-1&hl=en&gl=us
NEX Barbershop;NEX Barbershop, 3238 Guadalcanal Rd, Coronado, CA 92118;0x80d9532636343fc5:0x8ab94fe13542f7b;;32.6761924;-117.16037299999999;['Barber shop'];4.0;8;;[['Thursday', '7AM–5PM'], ['Friday', '7AM–5PM'], ['Saturday', '9AM–5PM'], ['Sunday', '10AM–4PM'], ['Monday', '7AM–5PM'], ['Tuesday', '7AM–5PM'], ['Wednesday', '7AM–5PM']];{'Accessibility': ['Wheelchair accessible entrance']};Open ⋅ Closes 5PM;['0x80d9534c8adf3713:0x4ac67169e4a52318', '0x80d952538f53b681:0x736c9c27a1dd2f6a', '0x80d9558b193d78eb:0x54a9a4a70fc0a9c1', '0x80dead6587beaa0b:0xbd97f30dc752f4f9', '0x80dead3db58b80c7:0xf0dbcd71eb16de15'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x80d9532636343fc5:0x8ab94fe13542f7b?authuser=-1&hl=en&gl=us
St Peter & Paul Church;St Peter & Paul Church, 500 Main St, Karlsruhe, ND 58744;0x52d94fbefa0e6353:0xf709e2d8674fe3a;;48.093247899999994;-100.61866359999999;['Catholic church'];4.9;7;;;{'Accessibility': ['Wheelchair accessible entrance']};;['0x52d9384b75abac93:0x13526f8266cae6cf', '0x52d92e611259dc41:0x68e77c8c3c55fadb', '0x52d945a62faab46d:0x752dd7f9f5e0a461', '0x52d94fbf344d3ad3:0xdb386c70f77b61b9'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x52d94fbefa0e6353:0xf709e2d8674fe3a?authuser=-1&hl=en&gl=us
Master Cuts of Pinehurst;Master Cuts of Pinehurst, 1420 NC-5, Pinehurst, NC 28374;0x8854b69ff4f2011d:0x3f739aea48393d3a;;35.171244;-79.4721465;['Beauty salon', 'Barber shop'];4.8;15;;[['Thursday', '8AM–5PM'], ['Friday', '6AM–5PM'], ['Saturday', '8AM–12PM'], ['Sunday', 'Closed'], ['Monday', '6AM–1PM'], ['Tuesday', '6AM–5PM'], ['Wednesday', '8AM–5PM']];{'Accessibility': ['Wheelchair accessible entrance']};Open ⋅ Closes 5PM;['0x1520fd02ec37fcdb:0xb6809c145b720e86', '0x8854b4f661a79367:0xcdc00987a3883f56', '0x8854b5a022b641e9:0x387c6a537aeff394'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x8854b69ff4f2011d:0x3f739aea48393d3a?authuser=-1&hl=en&gl=us
Ocean Isle Beach Pier Ice Cream Parlor & Gift Shop;Ocean Isle Beach Pier Ice Cream Parlor & Gift Shop, 1 W First St, Ocean Isle Beach, NC 28469;0x89009ddd67e19edf:0x2cae90cdff55e89;;33.887266;-78.4363506;['Gift shop'];4.1;8;;;{'Service options': ['In-store shopping', 'Delivery'], 'Planning': ['Quick visit']};;['0x89009cc79535c8f9:0x79983925f1f24e55', '0x89009c8ee8323c35:0x9228ff57bc9c4e99', '0x89009d76b43d6aa7:0x41670c4f1b10b0a', '0x89009cee81edbc17:0x41fb23ddc1e7d488', '0x89aa0a8313b4e1d3:0xe6f417c041988538'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x89009ddd67e19edf:0x2cae90cdff55e89?authuser=-1&hl=en&gl=us
Moore County Farmers Market;Moore County Farmers Market, 170 Memorial Dr, Pinehurst, NC 28374;0x8854b3e590dbe1fd:0x1bf194a3271b8f81;;35.2071511;-79.4601047;"[""Farmers' market""]";4.3;18;;[['Thursday', '9AM–1PM'], ['Friday', 'Closed'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', 'Closed'], ['Tuesday', 'Closed'], ['Wednesday', 'Closed']];{'Service options': ['In-store shopping'], 'Accessibility': ['Wheelchair accessible entrance']};Open ⋅ Closes 1PM;['0x8854b3ffc008f7f7:0xb745093fb87f533c', '0x8854ad70de9ad17b:0xde19f480630df42', '0x8854b56b34150293:0x23bcb0144ec788ed', '0x8854bd4c5a25abed:0xa55ea72269ccf960'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x8854b3e590dbe1fd:0x1bf194a3271b8f81?authuser=-1&hl=en&gl=us
First Casualty Insurance Agency, Inc.;First Casualty Insurance Agency, Inc., 190 A Turner Street, Southern Pines, NC 28387;0x8854b5dff0b92635:0xccd6eafba887de62;;35.161885399999996;-79.4229419;['Insurance broker'];5.0;3;;[['Thursday', '8:30AM–5PM'], ['Friday', '8:30AM–5PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '8:30AM–5PM'], ['Tuesday', '8:30AM–5PM'], ['Wednesday', '8:30AM–5PM']];{'Accessibility': ['Wheelchair accessible entrance']};Open ⋅ Closes 5PM;['0x8854b4f67bf72281:0x2aa0b4b56951821a', '0x8854b4b06dd72533:0x1f7e1da1a0347c97', '0x8854b3f208fe7f1d:0x50b1b1febda7e0f3', '0x8854b4ae4ca61229:0x82b01588ed337579', '0x8854b69de64a1749:0xcd9bd4147bba2321'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x8854b5dff0b92635:0xccd6eafba887de62?authuser=-1&hl=en&gl=us
Hund Haus Kennel;Hund Haus Kennel, 1045 N Wilcox Dr, Kingsport, TN 37664;0x885a8d5c9597e0bd:0x10fea0e40dedfde6;;36.539763199999996;-82.5443993;['Pet boarding service', 'Dog day care center', 'Dog park', 'Pet sitter'];3.5;33;;[['Thursday', '6:30–11:30AM'], ['Friday', '6:30–11:30AM'], ['Saturday', '8–11AM'], ['Sunday', 'Closed'], ['Monday', '6:30–11:30AM'], ['Tuesday', '6:30–11:30AM'], ['Wednesday', '6:30–11:30AM']];{'From the business': ['Identifies as women-led'], 'Accessibility': ['Wheelchair accessible entrance']};Closes soon ⋅ 11:30AM ⋅ Reopens 2PM;['0x885a91f431f5e5b9:0xa562038f62cea5d5', '0x885a9227c49f965b:0x72c71241d43cd31e', '0x885a90779cb56281:0x32952d1df8a004a4', '0x885a881528a1dd81:0x1dc83c8045501dc2', '0x885a6065b9c59b39:0x3a915101cdba331d'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x885a8d5c9597e0bd:0x10fea0e40dedfde6?authuser=-1&hl=en&gl=us
Strawberry Fields Flowers & Gifts;Strawberry Fields Flowers & Gifts, 697 NY-27, Montauk, NY 11954;0x89ef5355d0e2f541:0x41553b2f9e7dabc0;;41.033483499999996;-71.94657839999999;['Florist', 'Gift shop'];4.3;26;;[['Thursday', '9:30AM–5PM'], ['Friday', '9:30AM–5PM'], ['Saturday', '9:30AM–5PM'], ['Sunday', '10AM–2PM'], ['Monday', '9:30AM–5PM'], ['Tuesday', '9:30AM–5PM'], ['Wednesday', '9:30AM–5PM']];{'Service options': ['Delivery', 'In-store pickup', 'In-store shopping', 'Same-day delivery'], 'Accessibility': ['Wheelchair accessible entrance'], 'Planning': ['Quick visit'], 'Payments': ['Checks', 'Debit cards']};Open ⋅ Closes 5PM;['0x89e8bae47fc2b7f7:0xee85f3011c48b7b0', '0x89e8bba25a33be8d:0xfb9045f8bcdd917', '0x89ef532725302b3f:0xe3c02370599f7c2d', '0x89ef54a8321f9ff3:0x837bb135d1c4e5f7'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x89ef5355d0e2f541:0x41553b2f9e7dabc0?authuser=-1&hl=en&gl=us
BELLIBONE;BELLIBONE, 75C W Pleasant Ave, Maywood, NJ 07607;0x89c2fb42465dd457:0x437fc2232abf899;;40.9052143;-74.0632194;['Beauty salon'];5.0;224;;[['Thursday', '10AM–6PM'], ['Friday', '10AM–5PM'], ['Saturday', '9AM–4PM'], ['Sunday', 'Closed'], ['Monday', 'Closed'], ['Tuesday', '10AM–6PM'], ['Wednesday', '10AM–6PM']];{'From the business': ['Identifies as women-led'], 'Health & safety': ['Appointment required', 'Mask required', 'Temperature check required', 'Staff wear masks', 'Staff get temperature checks', 'Staff required to disinfect surfaces between visits'], 'Highlights': ['LGBTQ friendly'], 'Amenities': ['Gender-neutral restroom', 'Restroom', 'Wi-Fi'], 'Planning': ['Appointments recommended'], 'Payments': ['Debit cards', 'Credit cards']};Open ⋅ Closes 6PM;['0x89c2fa480b14fa97:0x262f7ea1248d42f5', '0x89c2fa4787321c3f:0xccdc69c348b3733d', '0x89c2fa47faa7f12f:0x1c6bf563790b7bbd', '0x89c2f97ca2636b47:0xe7fd5da39c0db17b'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c2fb42465dd457:0x437fc2232abf899?authuser=-1&hl=en&gl=us
Wareka Caterers;Wareka Caterers, 199 Market St #1405, Elmwood Park, NJ 07407;0x89c2fbf860e788db:0x3dd11cd2d817dd50;;40.90095;-74.122714;['Deli', 'Caterer'];4.3;8;;[['Thursday', '10AM–5PM'], ['Friday', '10AM–5PM'], ['Saturday', '10AM–3PM'], ['Sunday', 'Closed'], ['Monday', '10AM–5PM'], ['Tuesday', '10AM–5PM'], ['Wednesday', '10AM–5PM']];{'Service options': ['Takeout', 'Dine-in']};Permanently closed;['0x89c2fbf72ccc9967:0xdd4ac6913b0ce74a', '0x89c2fbf8555493ad:0x1ff40d26decc8571', '0x89c2fc09aac53429:0xac268e07301061d6', '0x89c2fb9aceb71e75:0x2f9eda9e5d611e75'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c2fbf860e788db:0x3dd11cd2d817dd50?authuser=-1&hl=en&gl=us
Mill At Little Falls Condo;Mill At Little Falls Condo, 280 Main St, Little Falls, NJ 07424;0x89c301c415c10ecd:0x5d3244bbad6c3a4a;;40.8846083;-74.2363563;['Condominium complex'];4.7;18;;[['Thursday', '9AM–5PM'], ['Friday', '9AM–5PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '9AM–5PM'], ['Tuesday', '9AM–5PM'], ['Wednesday', '9AM–5PM']];{'Accessibility': ['Wheelchair accessible entrance']};Open ⋅ Closes 5PM;['0x89c301c50037cf1f:0x6e18556ae993f9bf', '0x89c2fe248555c963:0xaa56994ffba7b767', '0x89c301c435edbf4b:0xc607b5af9329f1dd', '0x89c2fe3190d4f17f:0xeb8e07dda013e4d4', '0x89c2fe30f0b92833:0xf675fc585c4aaedc'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c301c415c10ecd:0x5d3244bbad6c3a4a?authuser=-1&hl=en&gl=us
Michael Petrushansky CPA PC;Michael Petrushansky CPA PC, 2606 E 15th St #305, Brooklyn, NY 11235;0x89c2446183e90a7d:0x4be9cc56852c02f4;;40.5876117;-73.9545243;['Tax preparation', 'Accounting firm', 'Bookkeeping service', 'Business to business service', 'Payroll service'];4.7;38;;[['Thursday', '9:30AM–5PM'], ['Friday', '9:30AM–5PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '9:30AM–5PM'], ['Tuesday', '9:30AM–5PM'], ['Wednesday', '9:30AM–5PM']];{'Service options': ['Online appointments'], 'Accessibility': ['Wheelchair accessible entrance'], 'Planning': ['Appointments recommended']};Open ⋅ Closes 5PM;['0x89c2450db3c89dbd:0x2156e6f9ac6aa7a7', '0x89c245175c299d73:0x7360062f3108964e', '0x89c25a33cf5eea0b:0x836fbacf6bcea3e2', '0x89c2448abb2f0563:0xcad1044d4837aecf', '0x89c244fd3885fd77:0x5cc648861ac2492a'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c2446183e90a7d:0x4be9cc56852c02f4?authuser=-1&hl=en&gl=us
The UPS Store;The UPS Store, 163 E Main St, Little Falls, NJ 07424;0x89c2fe27e3d028c9:0x69c78dddf2ed4d5;Store offering shipping, packaging, printing & other services, plus office supplies.;40.8769041;-74.2170533;['Shipping and mailing service', 'Business center', 'Freight forwarding service', 'Mailbox rental service', 'Notary public', 'Office supply store', 'Packaging supply store', 'Print shop', 'Shredding service'];3.7;34;;[['Thursday', '8AM–6PM'], ['Friday', '8AM–6PM'], ['Saturday', '8AM–4PM'], ['Sunday', '10AM–3PM'], ['Monday', '8AM–6PM'], ['Tuesday', '8AM–6PM'], ['Wednesday', '8AM–6PM']];{'Accessibility': ['Wheelchair accessible entrance']};Open ⋅ Closes 6PM;['0x89c31d2309503a01:0x7baaafa79d5635ec', '0x89c303feba36e029:0xa0842fb0d08e855a', '0x89c2ffe598d7e803:0xccc871252954c0f8'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c2fe27e3d028c9:0x69c78dddf2ed4d5?authuser=-1&hl=en&gl=us
KeyMe Locksmiths;KeyMe Locksmiths, 356 Rifle Camp Rd, Woodland Park, NJ 07424;0x89c2ff941341e1fb:0xb0eafb2a1aadcb89;;40.8913574;-74.18780339999999;['Locksmith', 'Emergency locksmith service', 'Key duplication service', 'Security system installer'];4.2;5;;[['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours'], ['Wednesday', 'Open 24 hours']];;Open 24 hours;['0x89c2fb9bc6f44053:0xccd242b7f8fb6071', '0x89c2fdddfc94708b:0xae58984dabafb18a', '0x89c2ffa84b3ea1ab:0x57e1a514e016a480'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c2ff941341e1fb:0xb0eafb2a1aadcb89?authuser=-1&hl=en&gl=us
Sea Bright Wine & Spirits;Sea Bright Wine & Spirits, 1060 Ocean Ave, Sea Bright, NJ 07760;0x89c23bd3c91468e7:0xb035a64f798373cb;;40.3631076;-73.97441289999999;['Liquor store'];5.0;6;;[['Thursday', '10AM–11PM'], ['Friday', '8AM–11PM'], ['Saturday', '8AM–11PM'], ['Sunday', '8AM–10PM'], ['Monday', '10AM–10PM'], ['Tuesday', '10AM–10PM'], ['Wednesday', '10AM–10PM']];{'Service options': ['Curbside pickup', 'No-contact delivery', 'Delivery', 'In-store pickup', 'In-store shopping'], 'Accessibility': ['Wheelchair accessible entrance'], 'Planning': ['Quick visit']};Open ⋅ Closes 11PM;;https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c23bd3c91468e7:0xb035a64f798373cb?authuser=-1&hl=en&gl=us
VeganPro Sweets NYC;;0x89c25923cbb1c20d:0xd9edcb0a146ba104;;40.7056494;-73.97794019999999;['Dessert shop', 'Service establishment'];5.0;13;;[['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours'], ['Wednesday', 'Open 24 hours']];{'From the business': ['Identifies as women-led'], 'Service options': ['No-contact delivery', 'Delivery'], 'Highlights': ['LGBTQ friendly'], 'Payments': ['Cash-only', 'Debit cards', 'NFC mobile payments', 'Credit cards']};Open 24 hours;;https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c25923cbb1c20d:0xd9edcb0a146ba104?authuser=-1&hl=en&gl=us
Ed Khoury, MD, FACOG;Ed Khoury, MD, FACOG, 111 Broadway #1405, New York, NY 10006;0x89c25be185b7f303:0x35067783e8ba88ea;;40.70856;-74.0114169;['Obstetrician-gynecologist', 'Plastic surgeon'];4.5;18;;[['Thursday', '9AM–6PM'], ['Friday', '9AM–6PM'], ['Saturday', '9AM–6PM'], ['Sunday', 'Closed'], ['Monday', '9AM–6PM'], ['Tuesday', '9AM–6PM'], ['Wednesday', '9AM–6PM']];{'Accessibility': ['Wheelchair accessible entrance'], 'Planning': ['Appointments recommended']};Open ⋅ Closes 6PM;['0x89c25859483f20af:0x3fbef511e4939229', '0x89c2456381aec195:0xa124b1bdb0b736d8', '0x89c24558db86add5:0xda236bd99b364442'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c25be185b7f303:0x35067783e8ba88ea?authuser=-1&hl=en&gl=us
fernandocellars;fernandocellars, Miami, FL 33131;0x88d9b69d1cee40dd:0x1a4bd3fd9038cf8d;;25.770635;-80.190063;['Wine store'];5.0;2;;;{'Service options': ['In-store shopping'], 'Accessibility': ['Wheelchair accessible entrance'], 'Planning': ['Quick visit']};;['0x88d9b6825292a7a9:0xa47c64f7997fe6', '0x88d9b69e3ece6795:0x4ff12862d5332084', '0x88d9b69dd5eda745:0x536eb4c1dfb98ffe', '0x88d9b68486f662c7:0xcd0095b7a91149f5', '0x88d9b69c0dbb2db3:0x788ae497bbd6318a'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9b69d1cee40dd:0x1a4bd3fd9038cf8d?authuser=-1&hl=en&gl=us
Sarah's Pet Care & Services;Sarah's Pet Care & Services, 11725 NC-133, Rocky Point, NC 28457;0x89a989ad70e9cc0b:0xe91d43381396e0d9;;34.3893345;-77.8930535;['Corporate office'];5.0;1;;[['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours'], ['Wednesday', 'Open 24 hours']];;Open 24 hours;['0x89a989cb3502fad1:0x678e7d25f700492a', '0x89a99867017d40b3:0x29395bbe66a12bf8', '0x89a98b4fdf406587:0x2297e429f04ea5a0', '0x89aa043e5547b005:0xebd4f97bb3acce97', '0x89a9f5211de442c9:0x588419cc1d943916'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x89a989ad70e9cc0b:0xe91d43381396e0d9?authuser=-1&hl=en&gl=us
Across The Tracks Framing;Across The Tracks Framing, 238 E Market St, Burlington, NC 27217;0x88532bac2b4a981f:0x8897d34bac66b5ad;;36.0934178;-79.4337919;['Picture frame shop'];4.7;8;;[['Thursday', '10AM–4PM'], ['Friday', '10AM–4PM'], ['Saturday', '10AM–1PM'], ['Sunday', 'Closed'], ['Monday', 'Closed'], ['Tuesday', '10AM–4PM'], ['Wednesday', '10AM–4PM']];{'Service options': ['In-store pickup', 'In-store shopping', 'Delivery'], 'Health & safety': ['Mask required', 'Staff required to disinfect surfaces between visits']};Open ⋅ Closes 4PM;['0x88532bb545d8f7cf:0x27b0ea32b9a24ded', '0x88532bc68b5dcb1d:0x3d3a6d4ce7ecf7e6', '0x88532eaeef5d7ce9:0xc39ce6fb14478415', '0x89acded72e7dfef5:0xf276abfdf42570ee', '0x885304770d26dfcb:0x652a644d31317166'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x88532bac2b4a981f:0x8897d34bac66b5ad?authuser=-1&hl=en&gl=us
Barclay Place Rental Village;Barclay Place Rental Village, 2545 Croquet Dr, Wilmington, NC 28412;0x89a9f5e22777cedd:0xd4570db51a83222;;34.1919155;-77.9075373;['Apartment complex', 'Apartment rental agency'];4.2;26;;[['Thursday', '9AM–6PM'], ['Friday', '9AM–6PM'], ['Saturday', '10AM–5PM'], ['Sunday', '1–5PM'], ['Monday', '9AM–6PM'], ['Tuesday', '9AM–6PM'], ['Wednesday', '9AM–6PM']];{'Accessibility': ['Wheelchair accessible entrance']};Open ⋅ Closes 6PM;['0x89a9f5e37cda3891:0x926c7f965f2a749a', '0x89a9f675e4d9c0a9:0xc07b8dd6367941dc', '0x89a9f34de4d61a95:0x1e13624792097cbe', '0x89a9f58a83bf3e19:0xf7892d9606f37015', '0x89a9f58bd598e7dd:0x320c664e7821fb10'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x89a9f5e22777cedd:0xd4570db51a83222?authuser=-1&hl=en&gl=us
